1.000000,0.550149,0.545636,0.521667,0.505000
2.000000,0.778622,0.806349,0.501667,0.500000
3.000000,1.324951,1.224478,0.500000,0.500000
4.000000,0.559903,0.567031,0.501111,0.500000
5.000000,0.404579,0.404224,0.613889,0.605000
6.000000,0.368070,0.365803,0.753889,0.785000
7.000000,0.334769,0.329996,0.846111,0.880000
8.000000,0.301260,0.293540,0.895000,0.925000
9.000000,0.267437,0.256254,0.914444,0.940000
10.000000,0.234725,0.220075,0.922222,0.940000
11.000000,0.205447,0.187681,0.925000,0.950000
12.000000,0.181841,0.161931,0.926111,0.955000
13.000000,0.164687,0.143404,0.928889,0.960000
14.000000,0.153394,0.131345,0.933333,0.955000
15.000000,0.146355,0.124138,0.936667,0.955000
16.000000,0.141922,0.119895,0.937222,0.960000
17.000000,0.138919,0.117232,0.938889,0.960000
18.000000,0.136664,0.115401,0.940000,0.960000
19.000000,0.134773,0.113976,0.940556,0.960000
20.000000,0.133080,0.112761,0.942222,0.960000
21.000000,0.131502,0.111681,0.943889,0.960000
22.000000,0.130015,0.110699,0.943889,0.960000
23.000000,0.128592,0.109809,0.945000,0.960000
24.000000,0.127222,0.108965,0.945556,0.965000
25.000000,0.125896,0.108170,0.946111,0.965000
26.000000,0.124614,0.107413,0.946667,0.960000
27.000000,0.123365,0.106701,0.948333,0.960000
28.000000,0.122148,0.106009,0.948889,0.960000
29.000000,0.120964,0.105337,0.949444,0.960000
30.000000,0.119815,0.104670,0.950000,0.965000
31.000000,0.118699,0.104018,0.950000,0.965000
32.000000,0.117617,0.103397,0.950556,0.965000
33.000000,0.116565,0.102805,0.951111,0.965000
34.000000,0.115538,0.102227,0.952222,0.965000
35.000000,0.114532,0.101668,0.953333,0.965000
36.000000,0.113549,0.101119,0.953889,0.965000
37.000000,0.112588,0.100564,0.953889,0.965000
38.000000,0.111646,0.100038,0.954444,0.965000
39.000000,0.110722,0.099500,0.955000,0.975000
40.000000,0.109818,0.099006,0.955000,0.970000
41.000000,0.108933,0.098491,0.956667,0.975000
42.000000,0.108069,0.098018,0.956111,0.975000
43.000000,0.107224,0.097518,0.956667,0.975000
44.000000,0.106394,0.097085,0.957222,0.980000
45.000000,0.105586,0.096611,0.958333,0.980000
46.000000,0.104799,0.096237,0.958333,0.980000
47.000000,0.104026,0.095772,0.958333,0.980000
48.000000,0.103265,0.095422,0.958333,0.980000
49.000000,0.102521,0.094972,0.958889,0.980000
50.000000,0.101793,0.094648,0.958889,0.980000
51.000000,0.101075,0.094179,0.959444,0.980000
52.000000,0.100372,0.093885,0.960000,0.980000
53.000000,0.099684,0.093408,0.960556,0.980000
54.000000,0.099007,0.093138,0.960000,0.980000
55.000000,0.098342,0.092638,0.961111,0.980000
56.000000,0.097691,0.092409,0.961667,0.980000
57.000000,0.097054,0.091887,0.962222,0.980000
58.000000,0.096428,0.091698,0.961667,0.980000
59.000000,0.095808,0.091140,0.962222,0.980000
60.000000,0.095197,0.091009,0.962222,0.980000
61.000000,0.094598,0.090415,0.962778,0.980000
62.000000,0.094012,0.090363,0.963889,0.980000
63.000000,0.093439,0.089718,0.963889,0.980000
64.000000,0.092879,0.089761,0.963889,0.980000
65.000000,0.092328,0.089037,0.963889,0.980000
66.000000,0.091789,0.089214,0.966667,0.980000
67.000000,0.091254,0.088366,0.963889,0.980000
68.000000,0.090732,0.088694,0.966667,0.980000
69.000000,0.090220,0.087727,0.966111,0.980000
70.000000,0.089719,0.088209,0.967222,0.980000
71.000000,0.089225,0.087115,0.967778,0.980000
72.000000,0.088743,0.087747,0.969444,0.980000
73.000000,0.088267,0.086494,0.968333,0.980000
74.000000,0.087809,0.087342,0.969444,0.980000
